,Unnamed: 0,id,place_name,address_name,road_address_name,phone,category_group_name,category_name,place_url,naver_keyword,naver_map_url
0,0,1492599844,블루보틀 성수 카페,서울 성동구 성수동1가 656-302,서울 성동구 아차산로 7,1533-6906,카페,음식점 > 카페,http://place.map.kakao.com/1492599844,블루보틀 성수 카페,https://m.place.naver.com/restaurant/1725895520
1,1,1301973155,할아버지공장,서울 성동구 성수동2가 309-133,서울 성동구 성수이로7가길 9,010-3934-2301,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1301973155,할아버지공장,https://m.place.naver.com/restaurant/1945220263
2,2,1783691580,쎈느,서울 성동구 성수동2가 314-2,서울 성동구 연무장5길 20,02-469-2122,카페,음식점 > 카페,http://place.map.kakao.com/1783691580,쎈느,https://m.place.naver.com/restaurant/37879684
3,3,145791269,어니언컴퍼니,서울 성동구 성수동2가 277-135,서울 성동구 아차산로9길 8,02-1644-1941,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/145791269,어니언컴퍼니,https://m.place.naver.com/restaurant/1925852247
4,4,1128989913,대림창고,서울 성동구 성수동2가 322-32,서울 성동구 성수이로 78,02-499-9669,카페,음식점 > 카페 > 테마카페 > 갤러리카페,http://place.map.kakao.com/1128989913,대림창고,https://m.place.naver.com/restaurant/37910590
5,5,286483883,센터커피 서울숲점,서울 성동구 성수동1가 685-478,서울 성동구 서울숲2길 28-11,070-8868-2008,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/286483883,센터커피 서울숲점,https://m.place.naver.com/restaurant/523890342
6,6,1460620031,인더매스 마장,서울 성동구 마장동 776-1,서울 성동구 마장로 270,,카페,음식점 > 카페,http://place.map.kakao.com/1460620031,인더매스 마장,https://m.place.naver.com/restaurant/1042933481
7,7,547570065,옹근달,서울 성동구 성수동2가 333-52,서울 성동구 성수이로7길 41-1,02-499-5012,카페,음식점 > 카페,http://place.map.kakao.com/547570065,옹근달,https://m.place.naver.com/restaurant/1395030685
8,8,1842536906,멜로워 성수플래그쉽,서울 성동구 성수동2가 333-94,서울 성동구 성수이로7길 39,02-499-1112,카페,음식점 > 카페,http://place.map.kakao.com/1842536906,멜로워 성수플래그쉽,https://m.place.naver.com/restaurant/365858525
9,9,1302549042,로우키,서울 성동구 성수동2가 302-16,서울 성동구 연무장3길 6,,카페,음식점 > 카페,http://place.map.kakao.com/1302549042,로우키,https://m.place.naver.com/restaurant/1393890643
10,10,1942841428,카페포제,서울 성동구 성수동2가 315-41,서울 성동구 연무장9길 7,070-8830-5994,카페,음식점 > 카페,http://place.map.kakao.com/1942841428,카페포제,https://m.place.naver.com/restaurant/1509451621
11,11,1038283810,마를리,서울 성동구 성수동2가 315-55,서울 성동구 연무장길 47,02-467-0303,카페,음식점 > 카페,http://place.map.kakao.com/1038283810,마를리,https://m.place.naver.com/restaurant/742676592
12,12,940053669,로우커피스탠드,서울 성동구 성수동1가 8-16,서울 성동구 왕십리로4길 28-2,,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/940053669,로우커피스탠드,https://m.place.naver.com/restaurant/1168698330
13,13,144753549,카페 연무장,서울 성동구 성수동2가 310-63,서울 성동구 연무장길 36,,카페,음식점 > 카페,http://place.map.kakao.com/144753549,카페 연무장,https://m.place.naver.com/restaurant/1247415883
14,14,939851854,카멜 성수점,서울 성동구 성수동2가 570-1,서울 성동구 성덕정19길 6,,카페,음식점 > 카페,http://place.map.kakao.com/939851854,카멜 성수점,https://m.place.naver.com/restaurant/1353346572
15,15,1530215201,체다앤올리,서울 성동구 성수동1가 685-696,서울 성동구 서울숲2길 32-14,02-468-1003,카페,음식점 > 카페,http://place.map.kakao.com/1530215201,체다앤올리,https://m.place.naver.com/restaurant/343496704
16,16,301697712,도렐 육지3호점,서울 성동구 성수동2가 314-12,서울 성동구 연무장7길 11,02-516-3675,카페,음식점 > 카페,http://place.map.kakao.com/301697712,도렐 육지3호점,https://m.place.naver.com/restaurant/1432336976
17,17,2111826352,우디집,서울 성동구 성수동1가 311,서울 성동구 둘레9길 17,,카페,음식점 > 카페,http://place.map.kakao.com/2111826352,우디집,https://m.place.naver.com/restaurant/1241418880
18,18,231920851,갈십리,서울 성동구 행당동 19-108,서울 성동구 마조로 15-11,010-9034-3939,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/231920851,갈십리,https://m.place.naver.com/restaurant/1800066032
19,19,2030999010,아우프글렛 금호점,서울 성동구 금호동1가 1801-4,서울 성동구 독서당로51길 7,,카페,음식점 > 카페,http://place.map.kakao.com/2030999010,아우프글렛 금호점,https://m.place.naver.com/restaurant/1897342038
20,20,857915820,글로우,서울 성동구 성수동2가 277-24,서울 성동구 아차산로9길 20,,카페,음식점 > 카페,http://place.map.kakao.com/857915820,글로우,https://m.place.naver.com/restaurant/548365578
21,21,2077832392,슈퍼말차 성수,서울 성동구 성수동1가 668-9,서울 성동구 서울숲6길 19,070-4632-3882,카페,음식점 > 카페,http://place.map.kakao.com/2077832392,슈퍼말차 성수,https://m.place.naver.com/restaurant/1643583812
22,22,27347404,치카치카,서울 성동구 성수동2가 512,서울 성동구 성수이로3길 16,02-498-3478,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/27347404,치카치카,https://m.place.naver.com/restaurant/37191703
23,23,328817208,5TO7,서울 성동구 성수동1가 668-136,서울 성동구 서울숲2길 44-13,,카페,음식점 > 카페,http://place.map.kakao.com/328817208,5TO7,https://m.place.naver.com/restaurant/1508243090
24,24,935863440,서울앵무새,서울 성동구 성수동1가 685-213,서울 성동구 서울숲9길 3,070-8846-2025,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/935863440,서울앵무새,https://m.place.naver.com/restaurant/1240372795
25,25,912676778,하루&원데이,서울 성동구 성수동2가 314-5,서울 성동구 아차산로 92,02-499-9303,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/912676778,하루&원데이,https://m.place.naver.com/restaurant/1688402533
26,26,13498947,봉순이네다락방,서울 성동구 행당동 292-33,서울 성동구 왕십리로21길 13-1,02-2299-8057,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/13498947,봉순이네다락방,https://m.place.naver.com/restaurant/33875306
27,27,1941275560,메쉬커피,서울 성동구 성수동1가 685-307,서울 성동구 서울숲길 43,02-464-7078,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1941275560,메쉬커피,https://m.place.naver.com/restaurant/36276169
28,28,732470230,카페오롯,서울 성동구 성수동1가 13-428,서울 성동구 상원6나길 7,02-2292-2223,카페,음식점 > 카페,http://place.map.kakao.com/732470230,카페오롯,https://m.place.naver.com/restaurant/352011330
29,29,1599571399,어라운드데이,서울 성동구 성수동1가 685-483,서울 성동구 서울숲2길 24-1,0507-1431-8310,카페,음식점 > 카페,http://place.map.kakao.com/1599571399,어라운드데이,https://m.place.naver.com/restaurant/1344027015
30,30,1431819126,훔볼트,서울 성동구 성수동2가 325-19,서울 성동구 성수이로 58,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1431819126,훔볼트,https://m.place.naver.com/restaurant/1504347953
31,31,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,서울 성동구 왕십리로14길 19-1,070-8691-4107,카페,음식점 > 카페,http://place.map.kakao.com/1904529538,업사이드커피 뚝섬점,https://m.place.naver.com/restaurant/1906998225
32,32,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,서울 성동구 왕십리로 269,070-4230-8893,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1742492568,키커피컴퍼니 왕십리점,https://m.place.naver.com/restaurant/1976097430
33,33,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,서울 성동구 아차산로 78,,카페,음식점 > 카페,http://place.map.kakao.com/1653556066,카페온화 성수점,https://m.place.naver.com/restaurant/1321493330
34,34,1623291829,오우드,서울 성동구 성수동2가 272-3,서울 성동구 연무장길 101-1,070-8844-0196,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1623291829,오우드,https://m.place.naver.com/restaurant/1833313793
35,35,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,서울 성동구 연무장길 29-17,,카페,음식점 > 카페,http://place.map.kakao.com/1325105515,카페노티드 성수,https://m.place.naver.com/restaurant/1706561777
36,36,17657824,하루노유키,서울 성동구 성수동1가 685-428,서울 성동구 서울숲2길 17,02-548-8662,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/17657824,하루노유키,https://m.place.naver.com/restaurant/30811760
37,37,483722570,마크69,서울 성동구 성수동1가 685-350,서울 성동구 서울숲길 24,,카페,음식점 > 카페,http://place.map.kakao.com/483722570,마크69,https://m.place.naver.com/restaurant/1430646260
38,38,505665583,맛차차,서울 성동구 성수동1가 685-450,서울 성동구 서울숲2길 18-11,010-9719-8707,카페,음식점 > 카페,http://place.map.kakao.com/505665583,맛차차,https://m.place.naver.com/restaurant/1467953783
39,39,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,서울 성동구 성수이로20길 60,02-497-1961,카페,음식점 > 카페,http://place.map.kakao.com/431464251,아이오쓰리 성수사거리점,https://m.place.naver.com/restaurant/1918028699
40,40,753723493,브라운팟,서울 성동구 행당동 286-19,서울 성동구 무학봉28길 16,02-2299-7796,카페,음식점 > 카페,http://place.map.kakao.com/753723493,브라운팟,https://m.place.naver.com/restaurant/1165635472
41,41,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,서울 성동구 상원길 44,,카페,음식점 > 카페,http://place.map.kakao.com/1431120740,플디 성수점,https://m.place.naver.com/restaurant/1030413970
42,42,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,서울 성동구 연무장3길 9,0507-1405-9377,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1300323227,카페노티드 피치스,https://m.place.naver.com/restaurant/1022973489
43,43,1501931765,천상가옥,서울 성동구 성수동2가 322-4,서울 성동구 성수이로14길 14,,카페,음식점 > 카페,http://place.map.kakao.com/1501931765,천상가옥,https://m.place.naver.com/restaurant/1074358103
44,44,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,서울 성동구 왕십리로 66,070-4628-5049,카페,음식점 > 카페,http://place.map.kakao.com/157479724,비엔나커피하우스 서울숲역점,https://m.place.naver.com/restaurant/1320858854
45,45,1431819126,훔볼트,서울 성동구 성수동2가 325-19,서울 성동구 성수이로 58,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1431819126,훔볼트,https://m.place.naver.com/restaurant/1504347953
46,46,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,서울 성동구 왕십리로14길 19-1,070-8691-4107,카페,음식점 > 카페,http://place.map.kakao.com/1904529538,업사이드커피 뚝섬점,https://m.place.naver.com/restaurant/1906998225
47,47,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,서울 성동구 왕십리로 269,070-4230-8893,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1742492568,키커피컴퍼니 왕십리점,https://m.place.naver.com/restaurant/1976097430
48,48,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,서울 성동구 아차산로 78,,카페,음식점 > 카페,http://place.map.kakao.com/1653556066,카페온화 성수점,https://m.place.naver.com/restaurant/1321493330
49,49,1623291829,오우드,서울 성동구 성수동2가 272-3,서울 성동구 연무장길 101-1,070-8844-0196,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1623291829,오우드,https://m.place.naver.com/restaurant/1833313793
50,50,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,서울 성동구 연무장길 29-17,,카페,음식점 > 카페,http://place.map.kakao.com/1325105515,카페노티드 성수,https://m.place.naver.com/restaurant/1706561777
51,51,17657824,하루노유키,서울 성동구 성수동1가 685-428,서울 성동구 서울숲2길 17,02-548-8662,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/17657824,하루노유키,https://m.place.naver.com/restaurant/30811760
52,52,483722570,마크69,서울 성동구 성수동1가 685-350,서울 성동구 서울숲길 24,,카페,음식점 > 카페,http://place.map.kakao.com/483722570,마크69,https://m.place.naver.com/restaurant/1430646260
53,53,505665583,맛차차,서울 성동구 성수동1가 685-450,서울 성동구 서울숲2길 18-11,010-9719-8707,카페,음식점 > 카페,http://place.map.kakao.com/505665583,맛차차,https://m.place.naver.com/restaurant/1467953783
54,54,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,서울 성동구 성수이로20길 60,02-497-1961,카페,음식점 > 카페,http://place.map.kakao.com/431464251,아이오쓰리 성수사거리점,https://m.place.naver.com/restaurant/1918028699
55,55,753723493,브라운팟,서울 성동구 행당동 286-19,서울 성동구 무학봉28길 16,02-2299-7796,카페,음식점 > 카페,http://place.map.kakao.com/753723493,브라운팟,https://m.place.naver.com/restaurant/1165635472
56,56,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,서울 성동구 상원길 44,,카페,음식점 > 카페,http://place.map.kakao.com/1431120740,플디 성수점,https://m.place.naver.com/restaurant/1030413970
57,57,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,서울 성동구 연무장3길 9,0507-1405-9377,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1300323227,카페노티드 피치스,https://m.place.naver.com/restaurant/1022973489
58,58,1501931765,천상가옥,서울 성동구 성수동2가 322-4,서울 성동구 성수이로14길 14,,카페,음식점 > 카페,http://place.map.kakao.com/1501931765,천상가옥,https://m.place.naver.com/restaurant/1074358103
