,id,place_name,address_name,road_address_name,phone,category_group_name,category_name,place_url
0,8574728,토즈모임센터 종로점,서울 종로구 종로2가 84-8,서울 종로구 종로 68,02-736-0061,카페,"서비스,산업 > 전문대행 > 공간대여 > 모임공간 > 토즈모임센터",http://place.map.kakao.com/8574728
1,1974266862,카페노티드 안국,서울 종로구 재동 86,서울 종로구 북촌로 6-3,0507-1337-9973,카페,음식점 > 카페,http://place.map.kakao.com/1974266862
2,853028118,어니언 안국점,서울 종로구 계동 146-1,서울 종로구 계동길 5,070-7543-2123,카페,음식점 > 카페,http://place.map.kakao.com/853028118
3,353512935,블루보틀 삼청 카페,서울 종로구 소격동 86,서울 종로구 북촌로5길 76,1533-6906,카페,음식점 > 카페,http://place.map.kakao.com/353512935
4,1508329235,스태픽스,서울 종로구 필운동 32-1,서울 종로구 사직로9길 22,0507-1341-2055,카페,음식점 > 카페,http://place.map.kakao.com/1508329235
5,1429224581,아키비스트,서울 종로구 효자동 164-7,서울 종로구 효자로13길 52,02-738-1517,카페,음식점 > 카페,http://place.map.kakao.com/1429224581
6,7912367,산모퉁이,서울 종로구 부암동 97-5,서울 종로구 백석동길 153,02-391-4737,카페,음식점 > 카페,http://place.map.kakao.com/7912367
7,1779571274,안녕인사동,서울 종로구 관훈동 155-2,서울 종로구 인사동길 49,02-6954-2910,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/1779571274
8,27187492,포비 광화문점,서울 종로구 청진동 246,서울 종로구 종로3길 17,02-2251-8125,카페,음식점 > 카페,http://place.map.kakao.com/27187492
9,8082652,차마시는 뜰,서울 종로구 삼청동 35-169,서울 종로구 북촌로11나길 26,02-722-7006,카페,음식점 > 카페 > 전통찻집,http://place.map.kakao.com/8082652
10,24725284,테라로사 광화문점,서울 종로구 중학동 19,서울 종로구 종로1길 50,,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/24725284
11,1154772851,프릳츠 원서점,서울 종로구 원서동 221-1,서울 종로구 율곡로 83,02-747-8101,카페,음식점 > 카페,http://place.map.kakao.com/1154772851
12,826692169,카페 레이어드 안국점,서울 종로구 재동 84-14,서울 종로구 북촌로2길 2-3,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/826692169
13,967168196,H라운지,서울 종로구 통의동 35-21,서울 종로구 자하문로4길 21-9,02-722-0028,카페,음식점 > 카페,http://place.map.kakao.com/967168196
14,281666038,포비브라이트 광화문점,서울 종로구 신문로1가 115,서울 종로구 새문안로 76,02-6744-0120,카페,음식점 > 카페,http://place.map.kakao.com/281666038
